batch_transcript-parent,,,,,,,
filename,audio_link,language_id,transcript,ground_truth_transcript,Remarks,,
hindi_25h__1780296180176_audio_file_13140971065_ch0_seg_0001.wav,https://naadh-stage.s3.ap-south-1.amazonaws.com/asr/hindi_25h__1780296180176_audio_file_13140971065_ch0_seg_0001.wav?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA4WTO33UZYLJIAH5F%2F20260702%2Fap-south-1%2Fs3%2Faws4_request&X-Amz-Date=20260702T072436Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=9511b643e5d79213f02dd6ace9cd1d5a703d8f49a0c82e7b304ce7c11f6958fb#,hi-IN,बेसर चार्जाने दो मैं तो ये मोन रकम है उसमें से भी कम दूँगा अगर समझौता करना तो करो नहीं करना तो हूँमत करो,मैं सर चार्ज का नहीं दूंगा मैं तो ये मूल रकम है उसमें से भी कम दूँगा अगर समझौता करना तो करो नहीं करना तो मत करो,,,
hindi_25h__1780296180176_audio_file_13140971065_ch0_seg_0002.wav,https://naadh-stage.s3.ap-south-1.amazonaws.com/asr/hindi_25h__1780296180176_audio_file_13140971065_ch0_seg_0002.wav?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA4WTO33UZYLJIAH5F%2F20260702%2Fap-south-1%2Fs3%2Faws4_request&X-Amz-Date=20260702T072436Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=e0bbf94818c8829ade412c0aac2c9b9ea3f1eb15f18f38a42608472ea97529b8#,hi-IN,आप निकालो आप एक परसेंट कितना होता है आपके अगर उसमें हो जाए समझौता तो कर देना कॉल नहीं है,आप निकालो आप एक परसेंट कितना होता है आपके अगर उसमें हो जाए समझौता तो कर देना कॉल नहीं ऐ,,,
hindi_25h__1780296180176_audio_file_13140971065_ch0_seg_0003.wav,https://naadh-stage.s3.ap-south-1.amazonaws.com/asr/hindi_25h__1780296180176_audio_file_13140971065_ch0_seg_0003.wav?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA4WTO33UZYLJIAH5F%2F20260702%2Fap-south-1%2Fs3%2Faws4_request&X-Amz-Date=20260702T072436Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=1b4736501cad3ac9e8fdd22a2b46df4392ead26954b3dccae7755d1fe8b71e64#,hi-IN,हाँ बिल्कुल खाना है सीखा है बेवकूफ़ जो बना रहे हो ना कंपनी कस्टमर को वो पीरवे कंपनी को पता चलेगा कि कैसे बेवकूफ़ बनाते हैं,हाँ बिल्कुल खाना है सीखा है बेवकूफ़ जो बना रहे हो ना कंपनी कस्टमर को वो फिर कंपनी को अब पता चलेगा कि कैसे बेवकूफ़ बनाते हैं,,,
hindi_25h__1780296180176_audio_file_13140971065_ch0_seg_0004.wav,https://naadh-stage.s3.ap-south-1.amazonaws.com/asr/hindi_25h__1780296180176_audio_file_13140971065_ch0_seg_0004.wav?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA4WTO33UZYLJIAH5F%2F20260702%2Fap-south-1%2Fs3%2Faws4_request&X-Amz-Date=20260702T072436Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=015ee0feec7c939d68784b1fb857c243ac0a6c4e7bd4dd3f31a8a44a2953ce7e#,hi-IN,लोन देते वक्त सुनो मेरी बात सुनो पहले उस बात को सुनो फिर जवाब देना,लोन देते वक्त सुनो मेरी बात सुनो पहले उस बात को सुनो फिर जवाब देना,perfect,,
hindi_25h__1780296180176_audio_file_13140971065_ch1_seg_0001.wav,https://naadh-stage.s3.ap-south-1.amazonaws.com/asr/hindi_25h__1780296180176_audio_file_13140971065_ch1_seg_0001.wav?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA4WTO33UZYLJIAH5F%2F20260702%2Fap-south-1%2Fs3%2Faws4_request&X-Amz-Date=20260702T072436Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=2fff221a361e5165a2c39eb6a66d550b8a1d8d9309becb3a3f3daae3838d4b5b#,hi-IN,हलो मनजीत कौर जी से बात हो जाएगी ओ सॉरी एक सेकेंड मैं चेक करके बता देती हूँ हेलो,हलो मनजीत कौर जी से बात हो जाएगी ओ सॉरी एक सेकेंड मैं चेक करके बता देती हूँ हेलो,perfect,,
hindi_25h__1780296180176_audio_file_13140971065_ch1_seg_0002.wav,https://naadh-stage.s3.ap-south-1.amazonaws.com/asr/hindi_25h__1780296180176_audio_file_13140971065_ch1_seg_0002.wav?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA4WTO33UZYLJIAH5F%2F20260702%2Fap-south-1%2Fs3%2Faws4_request&X-Amz-Date=20260702T072436Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=556a914bdc74a4010a3e412268f38491414ad4aa3000c440ab3331492dd37c9d#,hi-IN,तो पैसा कब हो जाएगा फिफ्टी आपका सर फाइनल सुनो इक्कीस हजार तीन सौ पाँच रुपये में आपका टोटल अमाउंट लोनो क्लोज हो जाएगा टोटल,तो पैसा कब हो जाएगा फिफ्टी आपका सर फाइनल सुनो इक्कीस हजार तीन सौ पाँच रुपये में आपका टोटल अमाउंट लोनो क्लोज हो जाएगा टोटल,perfect,,
hindi_25h__1780296180176_audio_file_13140971065_ch1_seg_0003.wav,https://naadh-stage.s3.ap-south-1.amazonaws.com/asr/hindi_25h__1780296180176_audio_file_13140971065_ch1_seg_0003.wav?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA4WTO33UZYLJIAH5F%2F20260702%2Fap-south-1%2Fs3%2Faws4_request&X-Amz-Date=20260702T072436Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=3ee5b5d507bfa69b255a2108816d21dd69cc314c26846cb1caf26f39a7bc71ca#,hi-IN,किसने बोला इस पर चार्ज लगा हुआ है आपका कौन सी दुनिया में जी रहे हैं आप पेमेंट नहीं करेंगे और आपका इतने टाइम से जो जमा नहीं किया उसका चार्ज है,किसने बोला इस पर चार्ज लगा हुआ है आपका कौन सी दुनिया में जी रहे हैं आप पेमेंट नहीं करेंगे और आपका इतने टाइम से जो जमा नहीं किया उसका चार्ज है,perfect,,
hindi_25h__1780296180176_audio_file_13140971065_ch1_seg_0004.wav,https://naadh-stage.s3.ap-south-1.amazonaws.com/asr/hindi_25h__1780296180176_audio_file_13140971065_ch1_seg_0004.wav?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA4WTO33UZYLJIAH5F%2F20260702%2Fap-south-1%2Fs3%2Faws4_request&X-Amz-Date=20260702T072436Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=3298bd2249d8ceece8997230288a0339166983f444eec149acae881498e76080#,hi-IN,हाँ नॉलेज यही होती है मूर्ख अच्छा अच्छा मेरी बात सुनो मेरी बात सुनो मूर्खों के पास क्या नॉलेज होती है आपको मूर्ख के पास क्या नॉलेज होती है बस वो पैसा लेना जानते देना नहीं जानते वही आप कर रहे हो तो आपके पास बिल्कुल ही नॉलेज नहीं है,हाँ नॉलेज यही होती है मूर्ख अच्छा अच्छा मेरी बात सुनो मेरी बात सुनो मूर्खों के पास क्या नॉलेज होती है आपको मूर्ख के पास क्या नॉलेज होती है बस वो पैसा लेना जानते देना नहीं जानते वही आप कर रहे हो तो आपके पास बिल्कुल ही नॉलेज नहीं है,perfect,,
hindi_25h__1780296349735_audio_file_13140991268_ch1_seg_0001.wav,https://naadh-stage.s3.ap-south-1.amazonaws.com/asr/hindi_25h__1780296349735_audio_file_13140991268_ch1_seg_0001.wav?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA4WTO33UZYLJIAH5F%2F20260702%2Fap-south-1%2Fs3%2Faws4_request&X-Amz-Date=20260702T072436Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=4c3b367db122b038fc65f9d0eeafc230356cb9244a2d9915bd9ddc10e8260928#,hi-IN,जी नमस्कार आवाज आ रही है क्या हाँ जी नेहा बात कर रही हूँ सर एच डी बी के ब्याप पे ये मुख्तार जी से बात हो रही है मेरी,जी नमस्कार आवाज आ रही है क्या हाँ जी नेहा बात कर रही हूँ सर एच डी बी के ब्याप पे ये मुख्तार जी से बात हो रही है मेरी,perfect,,
hindi_25h__1780296349735_audio_file_13140991268_ch1_seg_0002.wav,https://naadh-stage.s3.ap-south-1.amazonaws.com/asr/hindi_25h__1780296349735_audio_file_13140991268_ch1_seg_0002.wav?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA4WTO33UZYLJIAH5F%2F20260702%2Fap-south-1%2Fs3%2Faws4_request&X-Amz-Date=20260702T072436Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=44629a978d1c89a91fdab05dc4e6363c82564386bfdbfe8157e68922cafd9a4e#,hi-IN,अरे हलो हाँ जी मुख्य जी लोन की पेमेंट नहीं करा रहे हो क्या परेशानी आ रही है सर,अरे हलो हाँ जी मुख्तार जी लोन की पेमेंट नहीं करा रहे हो क्या परेशानी आ रही है सर,,,
hindi_25h__1780296349735_audio_file_13140991268_ch1_seg_0003.wav,https://naadh-stage.s3.ap-south-1.amazonaws.com/asr/hindi_25h__1780296349735_audio_file_13140991268_ch1_seg_0003.wav?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA4WTO33UZYLJIAH5F%2F20260702%2Fap-south-1%2Fs3%2Faws4_request&X-Amz-Date=20260702T072436Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=cb8e46babe82121302e43715ab4c817196524bdd8c8fe4b0f5ea6823d1e9535c#,hi-IN,क्या कह रहा हाँ जी सर लोन की पेमेंट नहीं करा रहे हो क्या परेशानी आ रही है,जी सर लोन की पेमेंट नहीं करा रहे हो क्या परेशानी आ रही है,,,
hindi_25h__1780296349735_audio_file_13140991268_ch1_seg_0004.wav,https://naadh-stage.s3.ap-south-1.amazonaws.com/asr/hindi_25h__1780296349735_audio_file_13140991268_ch1_seg_0004.wav?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA4WTO33UZYLJIAH5F%2F20260702%2Fap-south-1%2Fs3%2Faws4_request&X-Amz-Date=20260702T072436Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=52260666d8e69e64d36d59954e36747c9771647c93d1224419fb8336cdb4fb90#,hi-IN,सुनिए पैसे कब हो जाएँगे तीन सालों में पैसे नहीं हुए हैं क्या सर सत्रह किस्ते पेंडिंग में सात किस्ते कंटिन्यू पे करने के बाद में सत्र सत्रह भी कर देते आप पै बोल रहे हो कि पैसे ही नहीं है एक बार बताओ कि,सुनिए पैसे कब हो जाएँगे तीन सालों में पैसे नहीं हुए हैं क्या सर सत्रह किस्ते पेंडिंग में सात किस्ते कंटिन्यू पे करने के बाद में सत्र सत्रह भी कर देते आप पै बोल रहे हो कि पैसे ही नहीं है एक बार बताओ कि,perfect,,
hindi_25h__1780296349735_audio_file_13140991268_ch1_seg_0005.wav,https://naadh-stage.s3.ap-south-1.amazonaws.com/asr/hindi_25h__1780296349735_audio_file_13140991268_ch1_seg_0005.wav?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA4WTO33UZYLJIAH5F%2F20260702%2Fap-south-1%2Fs3%2Faws4_request&X-Amz-Date=20260702T072436Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=ac1b7bebdcab569d848f54385ec8a2c2f3970341e6f3b9fb5fe91cb2cd13cc20#,hi-IN,नहीं नहीं ऐसी बात नहीं है तो कैसी बात है तीन साल से तो पेमेंट कर नहीं पाए हो आप पेमेंट कहाँ से करोगे आप,नहीं नहीं ऐसी बात नहीं है तो कैसी बात है तीन साल से तो पेमेंट कर नहीं पाए हो आप पेमेंट कहाँ से करोगे आप,perfect,,
hindi_25h__1780296349735_audio_file_13140991268_ch1_seg_0006.wav,https://naadh-stage.s3.ap-south-1.amazonaws.com/asr/hindi_25h__1780296349735_audio_file_13140991268_ch1_seg_0006.wav?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA4WTO33UZYLJIAH5F%2F20260702%2Fap-south-1%2Fs3%2Faws4_request&X-Amz-Date=20260702T072436Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=0ffdb806905e10d7f592490d577c12beef10dec40a319ab540e1b3abc507c9bb#,hi-IN,कब कब पैसा आएगा कहाँ से पैसा आएगा मुझे बताओ आप पैसा यहाँ से आ रहा है मैडम बताओ कहाँ से आ रहा है पैसा आपका,कब कब पैसा आएगा कहाँ से पैसा आएगा मुझे बताओ आप पैसा यहाँ से आ रहा है मैडम बताओ कहाँ से आ रहा है पैसा आपका,perfect,,
hindi_25h__1780296743293_audio_file_13141009631_ch0_seg_0001.wav,https://naadh-stage.s3.ap-south-1.amazonaws.com/asr/hindi_25h__1780296743293_audio_file_13141009631_ch0_seg_0001.wav?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA4WTO33UZYLJIAH5F%2F20260702%2Fap-south-1%2Fs3%2Faws4_request&X-Amz-Date=20260702T072436Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=5e6357d62e22277e07d5e8d6a91c750f790ab8516a48f71d2cd3730d10895fec#,hi-IN,सर एक चीज़ बताइए एक लोग फोन एक बार में जब हम एक लोगों को जवाब दे चुके हैं दिन भरे में बीस फ़ोन कर रहे हैं ठीक है जब मेरे दिल से वो से एक ही जवाब निकल रहा है सर,सर एक चीज़ बताइए एक लोग फोन एक बार में जब हम एक लोगों को जवाब दे चुके हैं दिन भरे में बीस फ़ोन कर रहे हैं ठीक है जब मेरे दिल से वो से एक ही जवाब निकल रहा है सर,perfect,,
hindi_25h__1780296743293_audio_file_13141009631_ch0_seg_0002.wav,https://naadh-stage.s3.ap-south-1.amazonaws.com/asr/hindi_25h__1780296743293_audio_file_13141009631_ch0_seg_0002.wav?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA4WTO33UZYLJIAH5F%2F20260702%2Fap-south-1%2Fs3%2Faws4_request&X-Amz-Date=20260702T072436Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=364f48e5ac5febb15ee37b8f14b48d4fda2668cb93f8205e3c371ed4a4d5b52e#,hi-IN,कि पहली बार तो मेरा बैंक ऑफ बड़ौदा से चौदह हज़ार रुपये काटा गया ठीक है दूसरी चीज,कि पहली बार तो मेरा बैंक ऑफ बड़ौदा से चौदह हज़ार रुपये काटा गया ठीक है दूसरी चीज,,,
hindi_25h__1780296743293_audio_file_13141009631_ch0_seg_0003.wav,https://naadh-stage.s3.ap-south-1.amazonaws.com/asr/hindi_25h__1780296743293_audio_file_13141009631_ch0_seg_0003.wav?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA4WTO33UZYLJIAH5F%2F20260702%2Fap-south-1%2Fs3%2Faws4_request&X-Amz-Date=20260702T072436Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=ea74a8d740992ce5cd916e8d92e574a54ddc743de738aedc50b79d2926ce4f8c#,hi-IN,पहली बार ऐसा हुआ था कि जब मैं किस्त टाइम टू टाइम जा रही थी एक किस्त मेरी बाउंस हो गई थी दूसरे ही दिन,पहली बार ऐसा हुआ था कि जब मैं किस्त टाइम टू टाइम जा रही थी एक किस्त मेरी बाउंस हो गई थी दूसरे ही दिन,perfect,,
hindi_25h__1780296743293_audio_file_13141009631_ch0_seg_0004.wav,https://naadh-stage.s3.ap-south-1.amazonaws.com/asr/hindi_25h__1780296743293_audio_file_13141009631_ch0_seg_0004.wav?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA4WTO33UZYLJIAH5F%2F20260702%2Fap-south-1%2Fs3%2Faws4_request&X-Amz-Date=20260702T072436Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=6c7ed03354f5d276d2512c161d4a95276543c95f0df4a0b443b8755f4ad15ac2#,hi-IN,ठीक है उसी दिन से मैं गया ऑफिस ऑफिस में किसी ने सुना नहीं उसी दिन से मैंने पेमेंट डालना बंद कर दिया,ठीक है उसी दिन से मैं गया ऑफिस ऑफिस में किसी ने सुना नहीं उसी दिन से मैंने पेमेंट डालना बंद कर दिया,perfect,,
hindi_25h__1780296743293_audio_file_13141009631_ch0_seg_0005.wav,https://naadh-stage.s3.ap-south-1.amazonaws.com/asr/hindi_25h__1780296743293_audio_file_13141009631_ch0_seg_0005.wav?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA4WTO33UZYLJIAH5F%2F20260702%2Fap-south-1%2Fs3%2Faws4_request&X-Amz-Date=20260702T072436Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=8cdf76300a0f09afd415909390b8783d3ab08a23f80d19a51101a497df8af1b4#,hi-IN,शुरू की बात कर रहा हूँ जब पहली किस्त टूटी थी उसके बाद मैंने कोई किस्ती नहीं डाली उसके बाद में एक एजेंट आया बोला मैं सही करा दूंगा जेब वो फलाना जिमका उनसे वो हमसे तीन हज़ार रुपये लग गया,शुरू की बात कर रहा हूँ जब पहली किस्त टूटी थी उसके बाद मैंने कोई किस्ती नहीं डाली उसके बाद में एक एजेंट आया बोला मैं सही करा दूंगा जेब वो फलाना जिमका उनसे वो हमसे तीन हज़ार रुपये लग गया,perfect,,
hindi_25h__1780296743293_audio_file_13141009631_ch0_seg_0006.wav,https://naadh-stage.s3.ap-south-1.amazonaws.com/asr/hindi_25h__1780296743293_audio_file_13141009631_ch0_seg_0006.wav?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA4WTO33UZYLJIAH5F%2F20260702%2Fap-south-1%2Fs3%2Faws4_request&X-Amz-Date=20260702T072436Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=dbd6f0834589342fb0f376284da2f5a4464bbb734fb4041750a0f8109095aa11#,hi-IN,नहीं उसे तो मैं जानता हूँ जिस दिन निपटाने की वारी आएगी या कोई बारी आएगी तो उसे तो मैं ऑफिस तक घसीटते ले जाऊँगा फरीदीपुर कहाँ है,नहीं उसे तो मैं जानता हूँ जिस दिन निपटाने की वारी आएगी या कोई बारी आएगी तो उसे तो मैं ऑफिस तक घसीटते ले जाऊँगा फरीदीपुर कहाँ है,,,
hindi_25h__1780296743293_audio_file_13141009631_ch0_seg_0007.wav,https://naadh-stage.s3.ap-south-1.amazonaws.com/asr/hindi_25h__1780296743293_audio_file_13141009631_ch0_seg_0007.wav?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA4WTO33UZYLJIAH5F%2F20260702%2Fap-south-1%2Fs3%2Faws4_request&X-Amz-Date=20260702T072436Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=8d0d9c0f4b076198ac112f64973479afd55c4b9062cc3dc37603a12852b8a6d1#,hi-IN,फोर क्लोज के लिए मैंने बोल सर मैंने बोल दिया है जो हमारे पास में दो सौ पचानवे पचानवे करके एक दिन की पाँच बार पेनल्टी लगानी थी,फोर क्लोज के लिए मैंने बोल सर मैंने बोल दिया है जो हमारे पास में दो सौ पचानवे पचानवे करके एक दिन की पाँच बार पेनल्टी लगानी थी,perfect,,
hindi_25h__1780296743293_audio_file_13141009631_ch0_seg_0008.wav,https://naadh-stage.s3.ap-south-1.amazonaws.com/asr/hindi_25h__1780296743293_audio_file_13141009631_ch0_seg_0008.wav?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA4WTO33UZYLJIAH5F%2F20260702%2Fap-south-1%2Fs3%2Faws4_request&X-Amz-Date=20260702T072436Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=d6f8e136b31d058cf76534ac8ec4b1c5442ad611032965aa890cf09c07c11372#,hi-IN,वो पैसे की हमारी पेनाल्टी कौन देगा अब कंपनी अपनी तो पेनाल्टी मांग रही है हमारा जो पैसा गया है उसकी पेनाल्टी कौन देगा,वो पैसे की हमारी पेनाल्टी कौन देगा अब कंपनी अपनी तो पेनाल्टी मांग रही है हमारा जो पैसा गया है उसकी पेनाल्टी कौन देगा,perfect,,
hindi_25h__1780296743293_audio_file_13141009631_ch0_seg_0009.wav,https://naadh-stage.s3.ap-south-1.amazonaws.com/asr/hindi_25h__1780296743293_audio_file_13141009631_ch0_seg_0009.wav?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA4WTO33UZYLJIAH5F%2F20260702%2Fap-south-1%2Fs3%2Faws4_request&X-Amz-Date=20260702T072436Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=afa2c068a1460d72f7855a5ce2115badb8f1ec5c1e8c5a4be3b43e4eca718d92#,hi-IN,अरे बाउंसिंग चार्ज दिन में एक बार लगेगा दिन में पाँच बार लगेगा ये तो बताइए हमें,अरे बाउंसिंग चार्ज दिन में एक बार लगेगा दिन में पाँच बार लगेगा ये तो बताइए हमें,perfect,,
hindi_25h__1780296743293_audio_file_13141009631_ch0_seg_0010.wav,https://naadh-stage.s3.ap-south-1.amazonaws.com/asr/hindi_25h__1780296743293_audio_file_13141009631_ch0_seg_0010.wav?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA4WTO33UZYLJIAH5F%2F20260702%2Fap-south-1%2Fs3%2Faws4_request&X-Amz-Date=20260702T072436Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=a5874712731271d44287c5b6cac56e827827a9098f7e733ea78447326a9f755d#,hi-IN,पहली मेरी किस्त टाइम टू टाइम जा रही थी पहली बार यानी आज किस्त पढ़ने को थी दूसरे दिन दो सौ पचानवे पचानवे करके पेनाल्टी लगा दी,पहली मेरी किस्त टाइम टू टाइम जा रही थी पहली बार यानी आज किस्त पढ़ने को थी दूसरे दिन दो सौ पचानवे पचानवे करके पेनाल्टी लगा दी,perfect,,
hindi_25h__1780296743293_audio_file_13141009631_ch0_seg_0011.wav,https://naadh-stage.s3.ap-south-1.amazonaws.com/asr/hindi_25h__1780296743293_audio_file_13141009631_ch0_seg_0011.wav?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA4WTO33UZYLJIAH5F%2F20260702%2Fap-south-1%2Fs3%2Faws4_request&X-Amz-Date=20260702T072436Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=6237b77f72bc72b73c0d9578063282a9a3dab55646c8d83233090ef210e2f83d#,hi-IN,तो मेरे देखो उसमें दिखा रहा था उन्नीस हजार एक सौ सोलह रुपये,तो मेरे देखो उसमें दिखा रहा था उन्नीस हजार एक सौ सोलह रुपये,perfect,,
hindi_25h__1780296743293_audio_file_13141009631_ch0_seg_0012.wav,https://naadh-stage.s3.ap-south-1.amazonaws.com/asr/hindi_25h__1780296743293_audio_file_13141009631_ch0_seg_0012.wav?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA4WTO33UZYLJIAH5F%2F20260702%2Fap-south-1%2Fs3%2Faws4_request&X-Amz-Date=20260702T072436Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=a42ee30ba67faae90751708d6150906bc7a9b3e16ab744ab739f69c868d2f37a#,hi-IN,वो मैं भरने को तैयार हूँ इससे मैं एक रुपये देखा दस रुपये एक्स्ट्रा दे दे नहीं देंगी,वो मैं भरने को तैयार हूँ इससे मैं एक रुपये देखा दस रुपये एक्स्ट्रा दे दे नहीं देंगी,perfect,,
hindi_25h__1780296743293_audio_file_13141009631_ch0_seg_0013.wav,https://naadh-stage.s3.ap-south-1.amazonaws.com/asr/hindi_25h__1780296743293_audio_file_13141009631_ch0_seg_0013.wav?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA4WTO33UZYLJIAH5F%2F20260702%2Fap-south-1%2Fs3%2Faws4_request&X-Amz-Date=20260702T072436Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=787a7d08142faeadabeec4c361e9f090b3319a1190e77de3957e49d666578212#,hi-IN,उन्नीस हज़ार एक सौ छिया मेरी बात सुनिए पहले आप कह लेना उन्नीस हज़ार एक सौ छियालीस रुपये पेमेंट दूँगा वो भी फोर किलोज मुझे चाहिए सेटलमेंट मुझे लेना नहीं है,उन्नीस हज़ार एक सौ छिया मेरी बात सुनिए पहले आप कह लेना उन्नीस हज़ार एक सौ छियालीस रुपये पेमेंट दूँगा वो भी फोर किलोज मुझे चाहिए सेटलमेंट मुझे लेना नहीं है,perfect,,
hindi_25h__1780296743293_audio_file_13141009631_ch0_seg_0014.wav,https://naadh-stage.s3.ap-south-1.amazonaws.com/asr/hindi_25h__1780296743293_audio_file_13141009631_ch0_seg_0014.wav?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA4WTO33UZYLJIAH5F%2F20260702%2Fap-south-1%2Fs3%2Faws4_request&X-Amz-Date=20260702T072436Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=aa3270d38b9632925223e8f8f83760fe79a8cb4a2fec1b6c0e67059408a32823#,hi-IN,अगर इतने ना कंपनी करेगी तो मैं कराऊँगा नहीं तो मेरे पर जो करे केस करे कुछ भी करे मैं कराने को तैयार हूँ,अगर इतने ना कंपनी करेगी तो मैं कराऊँगा नहीं तो मेरे पर जो करे केस करे कुछ भी करे मैं कराने को तैयार हूँ,perfect,,
hindi_25h__1780296743293_audio_file_13141009631_ch0_seg_0015.wav,https://naadh-stage.s3.ap-south-1.amazonaws.com/asr/hindi_25h__1780296743293_audio_file_13141009631_ch0_seg_0015.wav?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA4WTO33UZYLJIAH5F%2F20260702%2Fap-south-1%2Fs3%2Faws4_request&X-Amz-Date=20260702T072436Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=557101ffb027817c8c7fac60373947d3bff442c9984fb54d9f5cb8455ab5878b#,hi-IN,अरे मैंने पहले भी कहा पहले जो एजेंट फोन करते हैं इतने जमा होंगे उतने करना है आपको जमा ये करना है वो करना है मैंने की मैं नहीं कर पाऊँगा धमकियाँ मिल रही थी अभी तुम्हें पुलिस उठा ले जाएगी तुम्हारी गिरफ्तारी होने वाली अरे दो ना धमकियाँ,अरे मैंने पहले भी कहा पहले जो एजेंट फोन करते हैं इतने जमा होंगे उतने करना है आपको जमा ये करना है वो करना है मैंने की मैं नहीं कर पाऊँगा धमकियाँ मिल रही थी अभी तुम्हें पुलिस उठा ले जाएगी तुम्हारी गिरफ्तारी होने वाली अरे दो ना धमकियाँ,perfect,,
